"InfPrior1_L","InfPrior1_M","InfPrior1_H","InfPrior2_L","InfPrior2_M","InfPrior2_H","InfPrior3_L","InfPrior3_M","InfPrior3_H","InfPrior4_L","InfPrior4_M","InfPrior4_H","InfPrior5_L","InfPrior5_M","InfPrior5_H","InfPrior6_L","InfPrior6_M","InfPrior6_H","InfPrior7_L","InfPrior7_M","InfPrior7_H","InfPrior8_L","InfPrior8_M","InfPrior8_H","InfPrior9_L","InfPrior9_M","InfPrior9_H","InfPriorrest_L","InfPriorrest_M","InfPriorrest_H"
"0.9998369","0.9999321","0.9999717","0.9694381","0.9710008","0.9724843","0.9044399","0.9080571","0.9115219","0.9106327","0.9157352","0.9205001","0.8973058","0.9022709","0.9069855","0.8235998","0.8320081","0.8399069","0.7761994","0.7865280","0.7962782","0.6849425","0.7079238","0.7293693","0.6528506","0.7214795","0.7766466","0.7907028","0.8447490","0.8849053"
