"event","IL","IM","IU","HL","HM","HU","DL","DM","DU"
"1",0.664790644312005,0.681735395875326,0.697900848721717,0.604260851228763,0.682967894287015,0.7458930404472,0.423050189619513,0.681465210281416,0.824128207306824
"2",0.681138997501654,0.695957140535818,0.710036434470597,0.679540700075381,0.735649335261272,0.781943265488616,0.583970871192347,0.750182359665339,0.849982001187347
"3",0.652503261627585,0.670983716278155,0.688700559861783,0.617107114024888,0.674880528411144,0.723902164602806,0.52621421982403,0.676790096980978,0.779531400470984
"4",0.592208799885774,0.691737528675542,0.767065970336968,0.585631663907758,0.844595972438634,0.941691068593958,-0.154884108524914,0.837831446501175,0.977222908342789
